Drug_id,Disease,Gene_name
VABICASERIN,Schizophrenia,HTR2A
ARIPIPRAZOLE,Anxiety Disorder,HTR2A
ARIPIPRAZOLE,Schizophrenia,HTR2A
ARIPIPRAZOLE,Autism Spectrum Disorder,HTR2A
ARIPIPRAZOLE,Bipolar Disorder,HTR2A
ARIPIPRAZOLE,Major Depressive Disorder,HTR2A
ARIPIPRAZOLE,Post Traumatic Stress Disorder,HTR2A
ARIPIPRAZOLE,Alzheimer’s Disease,HTR2A
ARIPIPRAZOLE,Substance Use Disorders,HTR2A
ARIPIPRAZOLE,Attention Deficit Hyperactivity Disorder,HTR2A
ARIPIPRAZOLE,OCD & Tourette Syndrome,HTR2A
PALIPERIDONE PALMITATE,Schizophrenia,HTR2A
HALOPERIDOL DECANOATE,Schizophrenia,HTR2A
HALOPERIDOL DECANOATE,OCD & Tourette Syndrome,HTR2A
HALOPERIDOL,Anxiety Disorder,HTR2A
HALOPERIDOL,Schizophrenia,HTR2A
HALOPERIDOL,Bipolar Disorder,HTR2A
HALOPERIDOL,Alzheimer’s Disease,HTR2A
HALOPERIDOL,OCD & Tourette Syndrome,HTR2A
HALOPERIDOL,Major Depressive Disorder,HTR2A
LURASIDONE,Major Depressive Disorder,HTR2A
LURASIDONE,Schizophrenia,HTR2A
LURASIDONE,Bipolar Disorder,HTR2A
LURASIDONE,Autism Spectrum Disorder,HTR2A
ZIPRASIDONE,Bipolar Disorder,HTR2A
ZIPRASIDONE,Schizophrenia,HTR2A
ZIPRASIDONE,Major Depressive Disorder,HTR2A
ZIPRASIDONE,Anxiety Disorder,HTR2A
ZIPRASIDONE,Autism Spectrum Disorder,HTR2A
ZIPRASIDONE,Substance Use Disorders,HTR2A
VOLINANSERIN,Major Depressive Disorder,HTR2A
PIMOZIDE,Anxiety Disorder,HTR2A
PIMOZIDE,OCD & Tourette Syndrome,HTR2A
PIMOZIDE,Schizophrenia,HTR2A
PIMOZIDE,Major Depressive Disorder,HTR2A
QUETIAPINE,Major Depressive Disorder,HTR2A
QUETIAPINE,Schizophrenia,HTR2A
QUETIAPINE,Substance Use Disorders,HTR2A
QUETIAPINE,Bipolar Disorder,HTR2A
QUETIAPINE,OCD & Tourette Syndrome,HTR2A
QUETIAPINE,Anxiety Disorder,HTR2A
QUETIAPINE,Post Traumatic Stress Disorder,HTR2A
QUETIAPINE,Attention Deficit Hyperactivity Disorder,HTR2A
ARIPIPRAZOLE LAUROXIL,Schizophrenia,HTR2A
ARIPIPRAZOLE LAUROXIL,Autism Spectrum Disorder,HTR2A
ARIPIPRAZOLE LAUROXIL,Bipolar Disorder,HTR2A
ARIPIPRAZOLE LAUROXIL,OCD & Tourette Syndrome,HTR2A
ARIPIPRAZOLE LAUROXIL,Major Depressive Disorder,HTR2A
LUMATEPERONE,Major Depressive Disorder,HTR2A
LUMATEPERONE,Bipolar Disorder,HTR2A
LUMATEPERONE,Alzheimer’s Disease,HTR2A
LUMATEPERONE,Schizophrenia,HTR2A
RISPERIDONE,Bipolar Disorder,HTR2A
RISPERIDONE,Attention Deficit Hyperactivity Disorder,HTR2A
RISPERIDONE,Autism Spectrum Disorder,HTR2A
RISPERIDONE,Anxiety Disorder,HTR2A
RISPERIDONE,OCD & Tourette Syndrome,HTR2A
RISPERIDONE,Alzheimer’s Disease,HTR2A
RISPERIDONE,Schizophrenia,HTR2A
RISPERIDONE,Major Depressive Disorder,HTR2A
RISPERIDONE,Post Traumatic Stress Disorder,HTR2A
RISPERIDONE,Substance Use Disorders,HTR2A
THIORIDAZINE,Schizophrenia,HTR2A
THIORIDAZINE,Anxiety Disorder,HTR2A
THIORIDAZINE,Major Depressive Disorder,HTR2A
PALIPERIDONE,Schizophrenia,HTR2A
PALIPERIDONE,Bipolar Disorder,HTR2A
PALIPERIDONE,Autism Spectrum Disorder,HTR2A
PALIPERIDONE,Anxiety Disorder,HTR2A
PALIPERIDONE,OCD & Tourette Syndrome,HTR2A
PALIPERIDONE,Major Depressive Disorder,HTR2A
TRIFLUOPERAZINE,Anxiety Disorder,HTR2A
TRIFLUOPERAZINE,Schizophrenia,HTR2A
CYCLOBENZAPRINE,Major Depressive Disorder,HTR2A
CYCLOBENZAPRINE,Post Traumatic Stress Disorder,HTR2A
TRAZODONE,Alzheimer’s Disease,HTR2A
TRAZODONE,Schizophrenia,HTR2A
TRAZODONE,Substance Use Disorders,HTR2A
TRAZODONE,Major Depressive Disorder,HTR2A
TRAZODONE,Anxiety Disorder,HTR2A
MIRTAZAPINE,Major Depressive Disorder,HTR2A
MIRTAZAPINE,Substance Use Disorders,HTR2A
MIRTAZAPINE,Schizophrenia,HTR2A
MIRTAZAPINE,Autism Spectrum Disorder,HTR2A
MIRTAZAPINE,Anxiety Disorder,HTR2A
SB-773812,Schizophrenia,HTR2A
PSILOCYBINE,OCD & Tourette Syndrome,HTR2A
PSILOCYBINE,Anxiety Disorder,HTR2A
PSILOCYBINE,Substance Use Disorders,HTR2A
PSILOCYBINE,Bipolar Disorder,HTR2A
PSILOCYBINE,Post Traumatic Stress Disorder,HTR2A
PSILOCYBINE,Major Depressive Disorder,HTR2A
PIMAVANSERIN,OCD & Tourette Syndrome,HTR2A
PIMAVANSERIN,Schizophrenia,HTR2A
PIMAVANSERIN,Major Depressive Disorder,HTR2A
PIMAVANSERIN,Alzheimer’s Disease,HTR2A
MOLINDONE,Attention Deficit Hyperactivity Disorder,HTR2A
MOLINDONE,Schizophrenia,HTR2A
ILOPERIDONE,Post Traumatic Stress Disorder,HTR2A
ILOPERIDONE,Bipolar Disorder,HTR2A
ILOPERIDONE,Schizophrenia,HTR2A
AMISULPRIDE,Bipolar Disorder,HTR2A
AMISULPRIDE,Major Depressive Disorder,HTR2A
AMISULPRIDE,Anxiety Disorder,HTR2A
AMISULPRIDE,OCD & Tourette Syndrome,HTR2A
AMISULPRIDE,Schizophrenia,HTR2A
ZIMELDINE,Major Depressive Disorder,HTR2A
MINAPRINE,Major Depressive Disorder,HTR2C
AMISULPRIDE,Bipolar Disorder,HTR2C
AMISULPRIDE,Major Depressive Disorder,HTR2C
AMISULPRIDE,Anxiety Disorder,HTR2C
AMISULPRIDE,OCD & Tourette Syndrome,HTR2C
AMISULPRIDE,Schizophrenia,HTR2C
ZIMELDINE,Major Depressive Disorder,HTR2C
TRIMIPRAMINE,Major Depressive Disorder,HTR2C
TRIMIPRAMINE,Schizophrenia,HTR2C
TRIMIPRAMINE,Anxiety Disorder,HTR2C
NEFAZODONE,Major Depressive Disorder,HTR2C
OLANZAPINE,Major Depressive Disorder,HTR2C
OLANZAPINE,Schizophrenia,HTR2C
OLANZAPINE,Eating Disorders,HTR2C
OLANZAPINE,Anxiety Disorder,HTR2C
OLANZAPINE,Bipolar Disorder,HTR2C
OLANZAPINE,Substance Use Disorders,HTR2C
OLANZAPINE,Autism Spectrum Disorder,HTR2C
LOXAPINE,Schizophrenia,HTR2C
LOXAPINE,Bipolar Disorder,HTR2C
LOXAPINE,Anxiety Disorder,HTR2C
LORCASERIN,Substance Use Disorders,HTR2C
TEDATIOXETINE,Major Depressive Disorder,HTR2C
CHLORPROTHIXENE,Schizophrenia,HTR2C
CHLORPROTHIXENE,Major Depressive Disorder,HTR2C
CHLORPROTHIXENE,Anxiety Disorder,HTR2C
VABICASERIN,Schizophrenia,HTR2C
ZIPRASIDONE,Bipolar Disorder,HTR2C
ZIPRASIDONE,Schizophrenia,HTR2C
ZIPRASIDONE,Major Depressive Disorder,HTR2C
ZIPRASIDONE,Anxiety Disorder,HTR2C
ZIPRASIDONE,Autism Spectrum Disorder,HTR2C
ZIPRASIDONE,Substance Use Disorders,HTR2C
QUETIAPINE,Major Depressive Disorder,HTR2C
QUETIAPINE,Schizophrenia,HTR2C
QUETIAPINE,Substance Use Disorders,HTR2C
QUETIAPINE,Bipolar Disorder,HTR2C
QUETIAPINE,OCD & Tourette Syndrome,HTR2C
QUETIAPINE,Anxiety Disorder,HTR2C
QUETIAPINE,Post Traumatic Stress Disorder,HTR2C
QUETIAPINE,Attention Deficit Hyperactivity Disorder,HTR2C
RISPERIDONE,Bipolar Disorder,HTR2C
RISPERIDONE,Attention Deficit Hyperactivity Disorder,HTR2C
RISPERIDONE,Autism Spectrum Disorder,HTR2C
RISPERIDONE,Anxiety Disorder,HTR2C
RISPERIDONE,OCD & Tourette Syndrome,HTR2C
RISPERIDONE,Alzheimer’s Disease,HTR2C
RISPERIDONE,Schizophrenia,HTR2C
RISPERIDONE,Major Depressive Disorder,HTR2C
RISPERIDONE,Post Traumatic Stress Disorder,HTR2C
RISPERIDONE,Substance Use Disorders,HTR2C
THIORIDAZINE,Schizophrenia,HTR2C
THIORIDAZINE,Anxiety Disorder,HTR2C
THIORIDAZINE,Major Depressive Disorder,HTR2C
TRIFLUOPERAZINE,Anxiety Disorder,HTR2C
TRIFLUOPERAZINE,Schizophrenia,HTR2C
AGOMELATINE,Schizophrenia,HTR2C
AGOMELATINE,OCD & Tourette Syndrome,HTR2C
AGOMELATINE,Major Depressive Disorder,HTR2C
AGOMELATINE,Anxiety Disorder,HTR2C
CYCLOBENZAPRINE,Major Depressive Disorder,HTR2C
CYCLOBENZAPRINE,Post Traumatic Stress Disorder,HTR2C
TRAZODONE,Alzheimer’s Disease,HTR2C
TRAZODONE,Schizophrenia,HTR2C
TRAZODONE,Substance Use Disorders,HTR2C
TRAZODONE,Major Depressive Disorder,HTR2C
TRAZODONE,Anxiety Disorder,HTR2C
MIRTAZAPINE,Major Depressive Disorder,HTR2C
MIRTAZAPINE,Substance Use Disorders,HTR2C
MIRTAZAPINE,Schizophrenia,HTR2C
MIRTAZAPINE,Autism Spectrum Disorder,HTR2C
MIRTAZAPINE,Anxiety Disorder,HTR2C
MINAPRINE,Major Depressive Disorder,ACHE
GALANTAMINE,Schizophrenia,ACHE
GALANTAMINE,Alzheimer’s Disease,ACHE
GALANTAMINE,Anxiety Disorder,ACHE
GALANTAMINE,Autism Spectrum Disorder,ACHE
GALANTAMINE,Major Depressive Disorder,ACHE
HUPERZINE A,Alzheimer’s Disease,ACHE
DONEPEZIL,Alzheimer’s Disease,ACHE
DONEPEZIL,Anxiety Disorder,ACHE
DONEPEZIL,Schizophrenia,ACHE
DONEPEZIL,Major Depressive Disorder,ACHE
DONEPEZIL,Autism Spectrum Disorder,ACHE
MINAPRINE,Major Depressive Disorder,MAOA
MOCLOBEMIDE,Anxiety Disorder,MAOA
MOCLOBEMIDE,Major Depressive Disorder,MAOA
MOCLOBEMIDE,Schizophrenia,MAOA
TOLOXATONE,Major Depressive Disorder,MAOA
ISOCARBOXAZID,Major Depressive Disorder,MAOA
ISOCARBOXAZID,Alzheimer’s Disease,MAOA
NIALAMIDE,Major Depressive Disorder,MAOA
TRANYLCYPROMINE,Major Depressive Disorder,MAOA
TRANYLCYPROMINE,Anxiety Disorder,MAOA
TRANYLCYPROMINE,Schizophrenia,MAOA
PHENELZINE,Major Depressive Disorder,MAOA
IPRONIAZID,Major Depressive Disorder,MAOA
MINAPRINE,Major Depressive Disorder,CHRM1
GLYCOPYRRONIUM,Major Depressive Disorder,CHRM1
MK-7622,Alzheimer’s Disease,CHRM1
BIPERIDEN,Schizophrenia,CHRM1
BIPERIDEN,Anxiety Disorder,CHRM1
BIPERIDEN,Major Depressive Disorder,CHRM1
SCOPOLAMINE,Major Depressive Disorder,CHRM1
SCOPOLAMINE,Alzheimer’s Disease,CHRM1
SCOPOLAMINE,Bipolar Disorder,CHRM1
SCOPOLAMINE,Anxiety Disorder,CHRM1
TAK-071,Alzheimer’s Disease,CHRM1
TALSACLIDINE,Alzheimer’s Disease,CHRM1
XANOMELINE,Schizophrenia,CHRM1
VASOPRESSIN,Autism Spectrum Disorder,AVPR1A
VASOPRESSIN,Substance Use Disorders,AVPR1A
VASOPRESSIN,Major Depressive Disorder,AVPR1A
BALOVAPTAN,Post Traumatic Stress Disorder,AVPR1A
BALOVAPTAN,Autism Spectrum Disorder,AVPR1A
SRX246,Post Traumatic Stress Disorder,AVPR1A
SRX246,Anxiety Disorder,AVPR1A
VASOPRESSIN,Autism Spectrum Disorder,AVPR1B
VASOPRESSIN,Substance Use Disorders,AVPR1B
VASOPRESSIN,Major Depressive Disorder,AVPR1B
NELIVAPTAN,Anxiety Disorder,AVPR1B
NELIVAPTAN,Major Depressive Disorder,AVPR1B
VASOPRESSIN,Autism Spectrum Disorder,AVPR2
VASOPRESSIN,Substance Use Disorders,AVPR2
VASOPRESSIN,Major Depressive Disorder,AVPR2
JNJ-37822681,Schizophrenia,DRD2
BREXPIPRAZOLE,Major Depressive Disorder,DRD2
BREXPIPRAZOLE,Post Traumatic Stress Disorder,DRD2
BREXPIPRAZOLE,Bipolar Disorder,DRD2
BREXPIPRAZOLE,Schizophrenia,DRD2
BREXPIPRAZOLE,Alzheimer’s Disease,DRD2
BREXPIPRAZOLE,Substance Use Disorders,DRD2
BENPERIDOL,Schizophrenia,DRD2
BENPERIDOL,Major Depressive Disorder,DRD2
BENPERIDOL,Anxiety Disorder,DRD2
SERTINDOLE,Schizophrenia,DRD2
SERTINDOLE,Anxiety Disorder,DRD2
SERTINDOLE,Major Depressive Disorder,DRD2
TIAPRIDE,Schizophrenia,DRD2
TIAPRIDE,OCD & Tourette Syndrome,DRD2
TIAPRIDE,Major Depressive Disorder,DRD2
TIAPRIDE,Anxiety Disorder,DRD2
TRIMIPRAMINE,Major Depressive Disorder,DRD2
TRIMIPRAMINE,Schizophrenia,DRD2
TRIMIPRAMINE,Anxiety Disorder,DRD2
BLONANSERIN,Schizophrenia,DRD2
FLUSPIRILENE,Schizophrenia,DRD2
FLUSPIRILENE,Major Depressive Disorder,DRD2
FLUSPIRILENE,Anxiety Disorder,DRD2
CARIPRAZINE,Bipolar Disorder,DRD2
CARIPRAZINE,Major Depressive Disorder,DRD2
CARIPRAZINE,Autism Spectrum Disorder,DRD2
CARIPRAZINE,Anxiety Disorder,DRD2
CARIPRAZINE,Schizophrenia,DRD2
ASENAPINE,Schizophrenia,DRD2
ASENAPINE,Bipolar Disorder,DRD2
THIOTHIXENE,Schizophrenia,DRD2
PERPHENAZINE,Schizophrenia,DRD2
PERPHENAZINE,Major Depressive Disorder,DRD2
PERPHENAZINE,Anxiety Disorder,DRD2
CLOZAPINE,Anxiety Disorder,DRD2
CLOZAPINE,Schizophrenia,DRD2
CLOZAPINE,Bipolar Disorder,DRD2
CLOZAPINE,Major Depressive Disorder,DRD2
FLUPHENAZINE,Schizophrenia,DRD2
CHLORPROTHIXENE,Schizophrenia,DRD2
CHLORPROTHIXENE,Major Depressive Disorder,DRD2
CHLORPROTHIXENE,Anxiety Disorder,DRD2
ARIPIPRAZOLE,Anxiety Disorder,DRD2
ARIPIPRAZOLE,Schizophrenia,DRD2
ARIPIPRAZOLE,Autism Spectrum Disorder,DRD2
ARIPIPRAZOLE,Bipolar Disorder,DRD2
ARIPIPRAZOLE,Major Depressive Disorder,DRD2
ARIPIPRAZOLE,Post Traumatic Stress Disorder,DRD2
ARIPIPRAZOLE,Alzheimer’s Disease,DRD2
ARIPIPRAZOLE,Substance Use Disorders,DRD2
ARIPIPRAZOLE,Attention Deficit Hyperactivity Disorder,DRD2
ARIPIPRAZOLE,OCD & Tourette Syndrome,DRD2
PALIPERIDONE PALMITATE,Schizophrenia,DRD2
THIETHYLPERAZINE,Alzheimer’s Disease,DRD2
SULPIRIDE,Schizophrenia,DRD2
SULPIRIDE,Anxiety Disorder,DRD2
SULPIRIDE,Major Depressive Disorder,DRD2
LURASIDONE,Major Depressive Disorder,DRD2
LURASIDONE,Schizophrenia,DRD2
LURASIDONE,Bipolar Disorder,DRD2
LURASIDONE,Autism Spectrum Disorder,DRD2
ZIPRASIDONE,Bipolar Disorder,DRD2
ZIPRASIDONE,Schizophrenia,DRD2
ZIPRASIDONE,Major Depressive Disorder,DRD2
ZIPRASIDONE,Anxiety Disorder,DRD2
ZIPRASIDONE,Autism Spectrum Disorder,DRD2
ZIPRASIDONE,Substance Use Disorders,DRD2
QUETIAPINE,Major Depressive Disorder,DRD2
QUETIAPINE,Schizophrenia,DRD2
QUETIAPINE,Substance Use Disorders,DRD2
QUETIAPINE,Bipolar Disorder,DRD2
QUETIAPINE,OCD & Tourette Syndrome,DRD2
QUETIAPINE,Anxiety Disorder,DRD2
QUETIAPINE,Post Traumatic Stress Disorder,DRD2
QUETIAPINE,Attention Deficit Hyperactivity Disorder,DRD2
PROCHLORPERAZINE,Schizophrenia,DRD2
PROCHLORPERAZINE,Anxiety Disorder,DRD2
ARIPIPRAZOLE LAUROXIL,Schizophrenia,DRD2
ARIPIPRAZOLE LAUROXIL,Autism Spectrum Disorder,DRD2
ARIPIPRAZOLE LAUROXIL,Bipolar Disorder,DRD2
ARIPIPRAZOLE LAUROXIL,OCD & Tourette Syndrome,DRD2
ARIPIPRAZOLE LAUROXIL,Major Depressive Disorder,DRD2
LUMATEPERONE,Major Depressive Disorder,DRD2
LUMATEPERONE,Bipolar Disorder,DRD2
LUMATEPERONE,Alzheimer’s Disease,DRD2
LUMATEPERONE,Schizophrenia,DRD2
RISPERIDONE,Bipolar Disorder,DRD2
RISPERIDONE,Attention Deficit Hyperactivity Disorder,DRD2
RISPERIDONE,Autism Spectrum Disorder,DRD2
RISPERIDONE,Anxiety Disorder,DRD2
RISPERIDONE,OCD & Tourette Syndrome,DRD2
RISPERIDONE,Alzheimer’s Disease,DRD2
RISPERIDONE,Schizophrenia,DRD2
RISPERIDONE,Major Depressive Disorder,DRD2
RISPERIDONE,Post Traumatic Stress Disorder,DRD2
RISPERIDONE,Substance Use Disorders,DRD2
FLUPHENAZINE ENANTHATE,Anxiety Disorder,DRD2
FLUPHENAZINE ENANTHATE,Schizophrenia,DRD2
FLUPHENAZINE ENANTHATE,Major Depressive Disorder,DRD2
BIFEPRUNOX,Schizophrenia,DRD2
BIFEPRUNOX,Bipolar Disorder,DRD2
BIFEPRUNOX,Major Depressive Disorder,DRD2
BIFEPRUNOX,Alzheimer’s Disease,DRD2
PALIPERIDONE,Schizophrenia,DRD2
PALIPERIDONE,Bipolar Disorder,DRD2
PALIPERIDONE,Autism Spectrum Disorder,DRD2
PALIPERIDONE,Anxiety Disorder,DRD2
PALIPERIDONE,OCD & Tourette Syndrome,DRD2
PALIPERIDONE,Major Depressive Disorder,DRD2
PF-00217830,Schizophrenia,DRD2
SB-773812,Schizophrenia,DRD2
BROMPERIDOL,Schizophrenia,DRD2
BROMPERIDOL,Anxiety Disorder,DRD2
BROMPERIDOL,Major Depressive Disorder,DRD2
MOLINDONE,Attention Deficit Hyperactivity Disorder,DRD2
MOLINDONE,Schizophrenia,DRD2
ILOPERIDONE,Post Traumatic Stress Disorder,DRD2
ILOPERIDONE,Bipolar Disorder,DRD2
ILOPERIDONE,Schizophrenia,DRD2
BROMOCRIPTINE,Alzheimer’s Disease,DRD2
CHLORPROMAZINE,Schizophrenia,DRD2
OLANZAPINE,Major Depressive Disorder,DRD2
OLANZAPINE,Schizophrenia,DRD2
OLANZAPINE,Eating Disorders,DRD2
OLANZAPINE,Anxiety Disorder,DRD2
OLANZAPINE,Bipolar Disorder,DRD2
OLANZAPINE,Substance Use Disorders,DRD2
OLANZAPINE,Autism Spectrum Disorder,DRD2
LOXAPINE,Schizophrenia,DRD2
LOXAPINE,Bipolar Disorder,DRD2
LOXAPINE,Anxiety Disorder,DRD2
APOMORPHINE,Substance Use Disorders,DRD2
ROTIGOTINE,Alzheimer’s Disease,DRD2
HALOPERIDOL DECANOATE,Schizophrenia,DRD2
HALOPERIDOL DECANOATE,OCD & Tourette Syndrome,DRD2
PRAMIPEXOLE,Bipolar Disorder,DRD2
PRAMIPEXOLE,Eating Disorders,DRD2
PRAMIPEXOLE,OCD & Tourette Syndrome,DRD2
PRAMIPEXOLE,Schizophrenia,DRD2
PRAMIPEXOLE,Alzheimer’s Disease,DRD2
PRAMIPEXOLE,Major Depressive Disorder,DRD2
HALOPERIDOL,Anxiety Disorder,DRD2
HALOPERIDOL,Schizophrenia,DRD2
HALOPERIDOL,Bipolar Disorder,DRD2
HALOPERIDOL,Alzheimer’s Disease,DRD2
HALOPERIDOL,OCD & Tourette Syndrome,DRD2
HALOPERIDOL,Major Depressive Disorder,DRD2
THIORIDAZINE,Schizophrenia,DRD2
THIORIDAZINE,Anxiety Disorder,DRD2
THIORIDAZINE,Major Depressive Disorder,DRD2
LEVOMEPROMAZINE,Schizophrenia,DRD2
LEVOMEPROMAZINE,Anxiety Disorder,DRD2
LEVOMEPROMAZINE,Major Depressive Disorder,DRD2
TRIFLUOPERAZINE,Anxiety Disorder,DRD2
TRIFLUOPERAZINE,Schizophrenia,DRD2
AMOXAPINE,Major Depressive Disorder,DRD2
PIMOZIDE,Anxiety Disorder,DRD2
PIMOZIDE,OCD & Tourette Syndrome,DRD2
PIMOZIDE,Schizophrenia,DRD2
PIMOZIDE,Major Depressive Disorder,DRD2
NALOXEGOL,Substance Use Disorders,OPRM1
FENTANYL,Major Depressive Disorder,OPRM1
FENTANYL,Substance Use Disorders,OPRM1
BUPRENORPHINE,Major Depressive Disorder,OPRM1
BUPRENORPHINE,Substance Use Disorders,OPRM1
BUPRENORPHINE,Post Traumatic Stress Disorder,OPRM1
DIACETYLMORPHINE,Substance Use Disorders,OPRM1
HYDROMORPHONE,Substance Use Disorders,OPRM1
SAMIDORPHAN,Substance Use Disorders,OPRM1
SAMIDORPHAN,Eating Disorders,OPRM1
SAMIDORPHAN,Bipolar Disorder,OPRM1
SAMIDORPHAN,Schizophrenia,OPRM1
LEVOMETHADYL ACETATE,Substance Use Disorders,OPRM1
MORPHINE,Substance Use Disorders,OPRM1
MORPHINE,Major Depressive Disorder,OPRM1
REMIFENTANIL,Substance Use Disorders,OPRM1
REMIFENTANIL,Major Depressive Disorder,OPRM1
GSK-1521498,Substance Use Disorders,OPRM1
TRAMADOL,Major Depressive Disorder,OPRM1
TRAMADOL,Substance Use Disorders,OPRM1
METHADONE,Substance Use Disorders,OPRM1
BUTORPHANOL,Anxiety Disorder,OPRM1
OXYCODONE,Substance Use Disorders,OPRM1
OXYCODONE,Major Depressive Disorder,OPRM1
METHYLNALTREXONE,Substance Use Disorders,OPRM1
CP-866087,Substance Use Disorders,OPRM1
NALTREXONE,Major Depressive Disorder,OPRM1
NALTREXONE,Substance Use Disorders,OPRM1
NALTREXONE,Post Traumatic Stress Disorder,OPRM1
NALTREXONE,OCD & Tourette Syndrome,OPRM1
NALTREXONE,Schizophrenia,OPRM1
NALTREXONE,Eating Disorders,OPRM1
NALBUPHINE,Substance Use Disorders,OPRM1
NALMEFENE,Substance Use Disorders,OPRM1
NALOXONE,Substance Use Disorders,OPRM1
NALOXONE,Major Depressive Disorder,OPRM1
NALOXONE,Eating Disorders,OPRM1
ODELEPRAN,Substance Use Disorders,OPRM1
DEXMETHYLPHENIDATE,Attention Deficit Hyperactivity Disorder,SLC6A3
METHYLPHENIDATE,Anxiety Disorder,SLC6A3
METHYLPHENIDATE,Bipolar Disorder,SLC6A3
METHYLPHENIDATE,Major Depressive Disorder,SLC6A3
METHYLPHENIDATE,Attention Deficit Hyperactivity Disorder,SLC6A3
METHYLPHENIDATE,Alzheimer’s Disease,SLC6A3
METHYLPHENIDATE,Substance Use Disorders,SLC6A3
METHYLPHENIDATE,Schizophrenia,SLC6A3
METHYLPHENIDATE,Post Traumatic Stress Disorder,SLC6A3
METHYLPHENIDATE,Eating Disorders,SLC6A3
LISDEXAMFETAMINE,Attention Deficit Hyperactivity Disorder,SLC6A3
LISDEXAMFETAMINE,Major Depressive Disorder,SLC6A3
LISDEXAMFETAMINE,Bipolar Disorder,SLC6A3
LISDEXAMFETAMINE,Schizophrenia,SLC6A3
LISDEXAMFETAMINE,Eating Disorders,SLC6A3
DEXTROAMPHETAMINE,Bipolar Disorder,SLC6A3
DEXTROAMPHETAMINE,Substance Use Disorders,SLC6A3
DEXTROAMPHETAMINE,Attention Deficit Hyperactivity Disorder,SLC6A3
DEXTROAMPHETAMINE,Schizophrenia,SLC6A3
TEDATIOXETINE,Major Depressive Disorder,SLC6A3
BUPROPION,Bipolar Disorder,SLC6A3
BUPROPION,Substance Use Disorders,SLC6A3
BUPROPION,Major Depressive Disorder,SLC6A3
BUPROPION,Schizophrenia,SLC6A3
BUPROPION,Alzheimer’s Disease,SLC6A3
BUPROPION,Attention Deficit Hyperactivity Disorder,SLC6A3
BUPROPION,Eating Disorders,SLC6A3
BUPROPION,Anxiety Disorder,SLC6A3
AMPHETAMINE,Attention Deficit Hyperactivity Disorder,SLC6A3
SERDEXMETHYLPHENIDATE,Attention Deficit Hyperactivity Disorder,SLC6A3
MODAFINIL,Substance Use Disorders,SLC6A3
MODAFINIL,Attention Deficit Hyperactivity Disorder,SLC6A3
MODAFINIL,Major Depressive Disorder,SLC6A3
MODAFINIL,Alzheimer’s Disease,SLC6A3
MODAFINIL,Schizophrenia,SLC6A3
MODAFINIL,Post Traumatic Stress Disorder,SLC6A3
ARMODAFINIL,Attention Deficit Hyperactivity Disorder,SLC6A3
ARMODAFINIL,Schizophrenia,SLC6A3
ARMODAFINIL,Major Depressive Disorder,SLC6A3
AMITIFADINE,Major Depressive Disorder,SLC6A3
NS-2359,Attention Deficit Hyperactivity Disorder,SLC6A3
NS-2359,Major Depressive Disorder,SLC6A3
DASOTRALINE,Major Depressive Disorder,SLC6A3
DASOTRALINE,Eating Disorders,SLC6A3
DASOTRALINE,Attention Deficit Hyperactivity Disorder,SLC6A3
CENTANAFADINE,Attention Deficit Hyperactivity Disorder,SLC6A3
CENTANAFADINE,Eating Disorders,SLC6A3
NOMIFENSINE,Major Depressive Disorder,SLC6A3
MAZINDOL,Attention Deficit Hyperactivity Disorder,SLC6A3
TESOFENSINE,Alzheimer’s Disease,SLC6A3
METHAMPHETAMINE,Attention Deficit Hyperactivity Disorder,SLC6A3
LIAFENSINE,Major Depressive Disorder,SLC6A3
GLYCOPYRRONIUM,Major Depressive Disorder,CHRM3
TROSPIUM,Schizophrenia,CHRM3
TALSACLIDINE,Alzheimer’s Disease,CHRM3
PERINDOPRIL,Post Traumatic Stress Disorder,ACE
PERINDOPRIL,Alzheimer’s Disease,ACE
BREXPIPRAZOLE,Major Depressive Disorder,HTR1A
BREXPIPRAZOLE,Post Traumatic Stress Disorder,HTR1A
BREXPIPRAZOLE,Bipolar Disorder,HTR1A
BREXPIPRAZOLE,Schizophrenia,HTR1A
BREXPIPRAZOLE,Alzheimer’s Disease,HTR1A
BREXPIPRAZOLE,Substance Use Disorders,HTR1A
GSK163090,Major Depressive Disorder,HTR1A
VORTIOXETINE,Eating Disorders,HTR1A
VORTIOXETINE,Attention Deficit Hyperactivity Disorder,HTR1A
VORTIOXETINE,Major Depressive Disorder,HTR1A
VORTIOXETINE,Anxiety Disorder,HTR1A
VORTIOXETINE,Bipolar Disorder,HTR1A
DU 125530,Major Depressive Disorder,HTR1A
VILAZODONE,Major Depressive Disorder,HTR1A
VILAZODONE,Anxiety Disorder,HTR1A
VILAZODONE,Post Traumatic Stress Disorder,HTR1A
XALIPRODEN,Alzheimer’s Disease,HTR1A
ARIPIPRAZOLE,Anxiety Disorder,HTR1A
ARIPIPRAZOLE,Schizophrenia,HTR1A
ARIPIPRAZOLE,Autism Spectrum Disorder,HTR1A
ARIPIPRAZOLE,Bipolar Disorder,HTR1A
ARIPIPRAZOLE,Major Depressive Disorder,HTR1A
ARIPIPRAZOLE,Post Traumatic Stress Disorder,HTR1A
ARIPIPRAZOLE,Alzheimer’s Disease,HTR1A
ARIPIPRAZOLE,Substance Use Disorders,HTR1A
ARIPIPRAZOLE,Attention Deficit Hyperactivity Disorder,HTR1A
ARIPIPRAZOLE,OCD & Tourette Syndrome,HTR1A
