Drug_id,Disease,Gene_name
DB00182,Attention Deficit Hyperactivity Disorder,MAPK3
DB00295,Substance Use Disorders,MAPK3
DB00755,Eating Disorders,MAPK3
DB01151,Attention Deficit Hyperactivity Disorder,MAPK3
DB01356,Bipolar Disorder,MAPK3
DB01576,Attention Deficit Hyperactivity Disorder,MAPK3
DB05289,Alzheimer’s Disease,MAPK3
DB00171,Eating Disorders,RPS8
DB00171,Eating Disorders,TXN
DB00668,Eating Disorders,TXN
DB00171,Eating Disorders,NCAM1
DB00171,Eating Disorders,RPS10
DB00171,Eating Disorders,EIF2S2
DB00171,Eating Disorders,ABL1
DB00171,Eating Disorders,SLC8A1
DB00171,Eating Disorders,RPS29
DB00171,Eating Disorders,EIF3F
DB00171,Eating Disorders,RPS15
DB00171,Eating Disorders,CCND1
DB00201,Major Depressive Disorder,CCND1
DB00755,Eating Disorders,CCND1
DB00171,Eating Disorders,ABL2
DB00171,Eating Disorders,EIF2S1
DB00171,Eating Disorders,GMPS
DB00171,Eating Disorders,RPS26
DB00171,Eating Disorders,PLD1
DB00171,Eating Disorders,PPAN-P2RY11
DB00171,Eating Disorders,RPS15A
DB00171,Eating Disorders,SUMO1
DB00171,Eating Disorders,HMGB1
DB01221,Major Depressive Disorder,HMGB1
DB00171,Eating Disorders,MAPT
DB00171,Eating Disorders,RPS6
DB00171,Eating Disorders,CD38
DB00755,Eating Disorders,CD38
DB00811,Eating Disorders,CD38
DB00171,Eating Disorders,GLRX
DB00171,Eating Disorders,CDH2
DB00171,Eating Disorders,EIF3H
DB00171,Eating Disorders,GCH1
DB00171,Eating Disorders,ELANE
DB00171,Eating Disorders,PRKCG
DB00295,Substance Use Disorders,PRKCG
DB05232,Substance Use Disorders,PRKCG
DB00171,Eating Disorders,RPS27
DB00171,Eating Disorders,KCNT2
DB00171,Eating Disorders,CCL2
DB00633,Bipolar Disorder,CCL2
DB00755,Eating Disorders,CCL2
DB00843,Alzheimer’s Disease,CCL2
DB01050,Alzheimer’s Disease,CCL2
DB00171,Eating Disorders,EFS
DB00363,Schizophrenia,EFS
DB00171,Eating Disorders,KCNJ15
DB00171,Eating Disorders,WRN
DB00171,Eating Disorders,RPS14
DB00171,Eating Disorders,PADI2
DB00171,Eating Disorders,ANO1
DB00171,Eating Disorders,MLH1
DB00171,Eating Disorders,IL18
DB00171,Eating Disorders,P2RX7
DB00668,Eating Disorders,P2RX7
DB00171,Eating Disorders,RPS21
DB00171,Eating Disorders,EIF3E
DB00171,Eating Disorders,P2RY12
DB00171,Eating Disorders,NPY
DB00363,Schizophrenia,NPY
DB00472,Bipolar Disorder,NPY
DB00502,Attention Deficit Hyperactivity Disorder,NPY
DB00575,Attention Deficit Hyperactivity Disorder,NPY
DB01183,Major Depressive Disorder,NPY
DB05232,Substance Use Disorders,NPY
DB08838,Anxiety Disorder,NPY
DB00171,Eating Disorders,IMPDH1
DB00811,Eating Disorders,IMPDH1
DB00171,Eating Disorders,EIF3K
DB00171,Eating Disorders,DARS2
DB00171,Eating Disorders,DNA2
DB00171,Eating Disorders,EIF2S3
DB00171,Eating Disorders,NFATC3
DB00171,Eating Disorders,RPS3A
DB00171,Eating Disorders,GUCY2D
DB00171,Eating Disorders,SLC2A1
DB01708,Eating Disorders,SLC2A1
DB00171,Eating Disorders,HBEGF
DB00755,Eating Disorders,HBEGF
DB00171,Eating Disorders,WDTC1
DB00295,Substance Use Disorders,WDTC1
DB00755,Eating Disorders,WDTC1
DB01065,Anxiety Disorder,WDTC1
DB00171,Eating Disorders,DECR1
DB00171,Eating Disorders,PLAU
DB00295,Substance Use Disorders,PLAU
DB00755,Eating Disorders,PLAU
DB00171,Eating Disorders,CFTR
DB01050,Alzheimer’s Disease,CFTR
DB00171,Eating Disorders,SPP1
DB00171,Eating Disorders,AMPD2
DB00171,Eating Disorders,RPS12
DB00171,Eating Disorders,RPS23
DB00171,Eating Disorders,RPS3
DB00171,Eating Disorders,EIF3B
DB00171,Eating Disorders,EIF3G
DB00171,Eating Disorders,SOX9
DB00755,Eating Disorders,SOX9
DB00171,Eating Disorders,ENPP7
DB01593,Eating Disorders,ENPP7
DB00171,Eating Disorders,RPS2
DB00171,Eating Disorders,IL8
DB00295,Substance Use Disorders,IL8
DB00472,Bipolar Disorder,IL8
DB00668,Eating Disorders,IL8
DB00755,Eating Disorders,IL8
DB00811,Eating Disorders,IL8
DB01065,Anxiety Disorder,IL8
DB00171,Eating Disorders,FAU
DB00171,Eating Disorders,EIF4B
DB00171,Eating Disorders,TRPM7
DB00171,Eating Disorders,GPLD1
DB00171,Eating Disorders,PARP1
DB01454,Anxiety Disorder,PARP1
DB00171,Eating Disorders,NLRP3
DB00171,Eating Disorders,P2RX4
DB00321,Major Depressive Disorder,P2RX4
DB00171,Eating Disorders,RPS19
DB00171,Eating Disorders,MAPK1
DB00295,Substance Use Disorders,MAPK1
DB00755,Eating Disorders,MAPK1
DB01151,Attention Deficit Hyperactivity Disorder,MAPK1
DB01356,Bipolar Disorder,MAPK1
DB05289,Alzheimer’s Disease,MAPK1
DB00171,Eating Disorders,LIPE
DB00668,Eating Disorders,LIPE
DB00171,Eating Disorders,P2RY1
DB00173,Eating Disorders,P2RY1
DB00755,Eating Disorders,P2RY1
DB00171,Eating Disorders,TF
DB00477,Attention Deficit Hyperactivity Disorder,TF
DB00171,Eating Disorders,VWF
DB00668,Eating Disorders,VWF
DB00171,Eating Disorders,MYLK3
DB00171,Eating Disorders,RAC2
DB00171,Eating Disorders,FOS
DB00176,Major Depressive Disorder,FOS
DB00182,Attention Deficit Hyperactivity Disorder,FOS
DB00201,Major Depressive Disorder,FOS
DB00295,Substance Use Disorders,FOS
DB00334,Bipolar Disorder,FOS
DB00363,Schizophrenia,FOS
DB00391,Schizophrenia,FOS
DB00422,Attention Deficit Hyperactivity Disorder,FOS
DB00502,Attention Deficit Hyperactivity Disorder,FOS
DB00555,Bipolar Disorder,FOS
DB00575,Attention Deficit Hyperactivity Disorder,FOS
DB00659,Substance Use Disorders,FOS
DB00668,Eating Disorders,FOS
DB00704,Substance Use Disorders,FOS
DB00755,Eating Disorders,FOS
DB00829,Anxiety Disorder,FOS
DB01183,Major Depressive Disorder,FOS
DB01221,Major Depressive Disorder,FOS
DB01238,Autism Spectrum Disorder,FOS
DB01356,Bipolar Disorder,FOS
DB01454,Anxiety Disorder,FOS
DB01576,Attention Deficit Hyperactivity Disorder,FOS
DB01577,Attention Deficit Hyperactivity Disorder,FOS
DB04896,Major Depressive Disorder,FOS
DB06701,Attention Deficit Hyperactivity Disorder,FOS
DB08918,Major Depressive Disorder,FOS
DB00171,Eating Disorders,GLUD1
DB00171,Eating Disorders,ABCC8
DB00222,Substance Use Disorders,ABCC8
DB00171,Eating Disorders,MBP
DB00171,Eating Disorders,CLCN1
DB00171,Eating Disorders,RPS27A
DB00171,Eating Disorders,ENTPD1
DB00171,Eating Disorders,PLD2
DB00333,Substance Use Disorders,PLD2
DB00171,Eating Disorders,HSPA4
DB00734,Alzheimer’s Disease,HSPA4
DB01043,Alzheimer’s Disease,HSPA4
DB01221,Major Depressive Disorder,HSPA4
DB01356,Bipolar Disorder,HSPA4
DB08842,Bipolar Disorder,HSPA4
DB00171,Eating Disorders,MUC5AC
DB00199,Eating Disorders,MUC5AC
DB01065,Anxiety Disorder,MUC5AC
DB00171,Eating Disorders,SMPD2
DB00171,Eating Disorders,CD44
DB00171,Eating Disorders,GOLPH3
DB00171,Eating Disorders,P2RX2
DB00171,Eating Disorders,KRAS
DB00171,Eating Disorders,TP53
DB00201,Major Depressive Disorder,TP53
DB00295,Substance Use Disorders,TP53
DB00321,Major Depressive Disorder,TP53
DB00382,Alzheimer’s Disease,TP53
DB00472,Bipolar Disorder,TP53
DB00679,Anxiety Disorder,TP53
DB00755,Eating Disorders,TP53
DB00811,Eating Disorders,TP53
DB01065,Anxiety Disorder,TP53
DB01356,Bipolar Disorder,TP53
DB05289,Alzheimer’s Disease,TP53
DB00171,Eating Disorders,PFKM
DB00171,Eating Disorders,PYGM
DB00171,Eating Disorders,RYR1
DB00201,Major Depressive Disorder,RYR1
DB00171,Eating Disorders,RPSA
DB00755,Eating Disorders,RPSA
DB00171,Eating Disorders,KIF5B
DB00171,Eating Disorders,DDX4
DB01151,Attention Deficit Hyperactivity Disorder,DDX4
DB00171,Eating Disorders,PTEN
DB00755,Eating Disorders,PTEN
DB00171,Eating Disorders,MMP13
DB00171,Eating Disorders,ATM
DB00201,Major Depressive Disorder,ATM
DB00755,Eating Disorders,ATM
DB01592,Eating Disorders,ATM
DB00171,Eating Disorders,IDE
DB00755,Eating Disorders,IDE
DB00171,Eating Disorders,PLD6
DB00171,Eating Disorders,PRKCA
DB05232,Substance Use Disorders,PRKCA
DB00171,Eating Disorders,TNFSF11
DB00171,Eating Disorders,PRKDC
DB00171,Eating Disorders,THOP1
DB00171,Eating Disorders,TUBB4B
DB00173,Eating Disorders,PTGS2
DB00295,Substance Use Disorders,PTGS2
DB00755,Eating Disorders,PTGS2
DB01050,Alzheimer’s Disease,PTGS2
DB01065,Anxiety Disorder,PTGS2
DB01356,Bipolar Disorder,PTGS2
DB05289,Alzheimer’s Disease,PTGS2
DB00173,Eating Disorders,XPNPEP1
DB00173,Eating Disorders,KNTC1
DB00173,Eating Disorders,HPRT1
DB00176,Major Depressive Disorder,SCN5A
DB00472,Bipolar Disorder,SCN5A
DB00564,Bipolar Disorder,SCN5A
DB05232,Substance Use Disorders,SCN5A
DB00176,Major Depressive Disorder,KCNH2
DB00199,Eating Disorders,KCNH2
DB00215,Anxiety Disorder,KCNH2
DB00285,Anxiety Disorder,KCNH2
DB00289,Attention Deficit Hyperactivity Disorder,KCNH2
DB00333,Substance Use Disorders,KCNH2
DB00334,Bipolar Disorder,KCNH2
DB00382,Alzheimer’s Disease,KCNH2
DB00458,Attention Deficit Hyperactivity Disorder,KCNH2
DB00472,Bipolar Disorder,KCNH2
DB00477,Attention Deficit Hyperactivity Disorder,KCNH2
DB00502,Attention Deficit Hyperactivity Disorder,KCNH2
DB00555,Bipolar Disorder,KCNH2
DB00557,Anxiety Disorder,KCNH2
DB00656,Alzheimer’s Disease,KCNH2
DB00679,Anxiety Disorder,KCNH2
DB00933,Schizophrenia,KCNH2
DB00934,Bipolar Disorder,KCNH2
DB01100,OCD & Tourette Syndrome,KCNH2
DB01110,Eating Disorders,KCNH2
DB01149,Major Depressive Disorder,KCNH2
DB01151,Attention Deficit Hyperactivity Disorder,KCNH2
DB01162,Eating Disorders,KCNH2
DB01175,Anxiety Disorder,KCNH2
DB01267,Schizophrenia,KCNH2
DB04842,Schizophrenia,KCNH2
DB06144,Schizophrenia,KCNH2
DB00176,Major Depressive Disorder,KCNA5
DB00199,Eating Disorders,KCNA5
DB00215,Anxiety Disorder,KCNA5
DB01175,Anxiety Disorder,KCNA5
DB00176,Major Depressive Disorder,CASP7
DB00363,Schizophrenia,CASP7
DB00458,Attention Deficit Hyperactivity Disorder,CASP7
DB00472,Bipolar Disorder,CASP7
DB00540,Major Depressive Disorder,CASP7
DB00633,Bipolar Disorder,CASP7
DB00734,Alzheimer’s Disease,CASP7
DB00755,Eating Disorders,CASP7
DB01104,Anxiety Disorder,CASP7
DB01149,Major Depressive Disorder,CASP7
DB01242,Autism Spectrum Disorder,CASP7
DB00176,Major Depressive Disorder,SLC6A4
DB00182,Attention Deficit Hyperactivity Disorder,SLC6A4
DB00215,Anxiety Disorder,SLC6A4
DB00285,Anxiety Disorder,SLC6A4
DB00321,Major Depressive Disorder,SLC6A4
DB00344,Major Depressive Disorder,SLC6A4
DB00422,Attention Deficit Hyperactivity Disorder,SLC6A4
DB00458,Attention Deficit Hyperactivity Disorder,SLC6A4
DB00472,Bipolar Disorder,SLC6A4
DB00476,Anxiety Disorder,SLC6A4
DB00540,Major Depressive Disorder,SLC6A4
DB00543,Anxiety Disorder,SLC6A4
DB00656,Alzheimer’s Disease,SLC6A4
DB00715,Anxiety Disorder,SLC6A4
DB00726,Anxiety Disorder,SLC6A4
DB00805,Major Depressive Disorder,SLC6A4
DB01065,Anxiety Disorder,SLC6A4
DB01104,Anxiety Disorder,SLC6A4
DB01142,Anxiety Disorder,SLC6A4
DB01149,Major Depressive Disorder,SLC6A4
DB01151,Attention Deficit Hyperactivity Disorder,SLC6A4
DB01175,Anxiety Disorder,SLC6A4
DB01221,Major Depressive Disorder,SLC6A4
DB01242,Autism Spectrum Disorder,SLC6A4
DB01454,Anxiety Disorder,SLC6A4
DB01576,Attention Deficit Hyperactivity Disorder,SLC6A4
DB04896,Major Depressive Disorder,SLC6A4
DB06148,Major Depressive Disorder,SLC6A4
DB06204,Substance Use Disorders,SLC6A4
DB06684,Major Depressive Disorder,SLC6A4
DB06700,Major Depressive Disorder,SLC6A4
DB06701,Attention Deficit Hyperactivity Disorder,SLC6A4
DB08918,Major Depressive Disorder,SLC6A4
DB00176,Major Depressive Disorder,ABCB11
DB00199,Eating Disorders,ABCB11
DB00222,Substance Use Disorders,ABCB11
DB00334,Bipolar Disorder,ABCB11
DB00363,Schizophrenia,ABCB11
DB00654,Substance Use Disorders,ABCB11
DB01149,Major Depressive Disorder,ABCB11
DB04946,Schizophrenia,ABCB11
DB00176,Major Depressive Disorder,LEP
DB00313,Bipolar Disorder,LEP
DB00363,Schizophrenia,LEP
DB01065,Anxiety Disorder,LEP
DB01593,Eating Disorders,LEP
DB01708,Eating Disorders,LEP
DB05289,Alzheimer’s Disease,LEP
DB00182,Attention Deficit Hyperactivity Disorder,GJA1
DB00755,Eating Disorders,GJA1
DB01065,Anxiety Disorder,GJA1
DB01576,Attention Deficit Hyperactivity Disorder,GJA1
DB00182,Attention Deficit Hyperactivity Disorder,TLR3
DB00755,Eating Disorders,TLR3
DB01576,Attention Deficit Hyperactivity Disorder,TLR3
DB00182,Attention Deficit Hyperactivity Disorder,ADRA1A
DB00215,Anxiety Disorder,ADRA1A
DB00246,Bipolar Disorder,ADRA1A
DB00321,Major Depressive Disorder,ADRA1A
DB00334,Bipolar Disorder,ADRA1A
DB00363,Schizophrenia,ADRA1A
DB00408,Schizophrenia,ADRA1A
DB00458,Attention Deficit Hyperactivity Disorder,ADRA1A
DB00477,Attention Deficit Hyperactivity Disorder,ADRA1A
DB00502,Attention Deficit Hyperactivity Disorder,ADRA1A
DB00540,Major Depressive Disorder,ADRA1A
DB00543,Anxiety Disorder,ADRA1A
DB00575,Attention Deficit Hyperactivity Disorder,ADRA1A
DB00656,Alzheimer’s Disease,ADRA1A
DB00668,Eating Disorders,ADRA1A
DB00679,Anxiety Disorder,ADRA1A
DB00726,Anxiety Disorder,ADRA1A
DB00734,Alzheimer’s Disease,ADRA1A
DB00777,Eating Disorders,ADRA1A
DB00831,Anxiety Disorder,ADRA1A
DB00875,Anxiety Disorder,ADRA1A
DB00934,Bipolar Disorder,ADRA1A
DB01100,OCD & Tourette Syndrome,ADRA1A
DB01142,Anxiety Disorder,ADRA1A
DB01149,Major Depressive Disorder,ADRA1A
DB01151,Attention Deficit Hyperactivity Disorder,ADRA1A
DB01162,Eating Disorders,ADRA1A
DB01175,Anxiety Disorder,ADRA1A
DB01224,Anxiety Disorder,ADRA1A
DB01238,Autism Spectrum Disorder,ADRA1A
DB01242,Autism Spectrum Disorder,ADRA1A
DB01267,Schizophrenia,ADRA1A
DB01403,Bipolar Disorder,ADRA1A
DB01576,Attention Deficit Hyperactivity Disorder,ADRA1A
DB01622,Schizophrenia,ADRA1A
DB01623,Schizophrenia,ADRA1A
DB01624,Schizophrenia,ADRA1A
DB04946,Schizophrenia,ADRA1A
DB06148,Major Depressive Disorder,ADRA1A
DB06216,Bipolar Disorder,ADRA1A
DB06706,Eating Disorders,ADRA1A
DB00182,Attention Deficit Hyperactivity Disorder,ADRA2A
DB00246,Bipolar Disorder,ADRA2A
DB00321,Major Depressive Disorder,ADRA2A
DB00334,Bipolar Disorder,ADRA2A
DB00363,Schizophrenia,ADRA2A
DB00370,Anxiety Disorder,ADRA2A
DB00408,Schizophrenia,ADRA2A
DB00477,Attention Deficit Hyperactivity Disorder,ADRA2A
DB00502,Attention Deficit Hyperactivity Disorder,ADRA2A
DB00540,Major Depressive Disorder,ADRA2A
DB00543,Anxiety Disorder,ADRA2A
DB00575,Attention Deficit Hyperactivity Disorder,ADRA2A
DB00633,Bipolar Disorder,ADRA2A
DB00656,Alzheimer’s Disease,ADRA2A
DB00668,Eating Disorders,ADRA2A
DB00679,Anxiety Disorder,ADRA2A
DB00734,Alzheimer’s Disease,ADRA2A
DB00831,Anxiety Disorder,ADRA2A
DB00934,Bipolar Disorder,ADRA2A
DB01018,Attention Deficit Hyperactivity Disorder,ADRA2A
DB01142,Anxiety Disorder,ADRA2A
DB01149,Major Depressive Disorder,ADRA2A
DB01224,Anxiety Disorder,ADRA2A
DB01238,Autism Spectrum Disorder,ADRA2A
DB01242,Autism Spectrum Disorder,ADRA2A
DB01267,Schizophrenia,ADRA2A
DB01403,Bipolar Disorder,ADRA2A
DB01576,Attention Deficit Hyperactivity Disorder,ADRA2A
DB01577,Attention Deficit Hyperactivity Disorder,ADRA2A
DB01623,Schizophrenia,ADRA2A
DB01624,Schizophrenia,ADRA2A
DB04842,Schizophrenia,ADRA2A
DB04946,Schizophrenia,ADRA2A
DB04948,Substance Use Disorders,ADRA2A
DB06148,Major Depressive Disorder,ADRA2A
DB06216,Bipolar Disorder,ADRA2A
DB00182,Attention Deficit Hyperactivity Disorder,ADCYAP1
DB01576,Attention Deficit Hyperactivity Disorder,ADCYAP1
DB00182,Attention Deficit Hyperactivity Disorder,STK11
DB01576,Attention Deficit Hyperactivity Disorder,STK11
DB00182,Attention Deficit Hyperactivity Disorder,HTR7
DB00246,Bipolar Disorder,HTR7
DB00321,Major Depressive Disorder,HTR7
DB00334,Bipolar Disorder,HTR7
DB00363,Schizophrenia,HTR7
DB00370,Anxiety Disorder,HTR7
DB00408,Schizophrenia,HTR7
DB00458,Attention Deficit Hyperactivity Disorder,HTR7
DB00490,Anxiety Disorder,HTR7
DB00502,Attention Deficit Hyperactivity Disorder,HTR7
DB00543,Anxiety Disorder,HTR7
DB00831,Anxiety Disorder,HTR7
DB00843,Alzheimer’s Disease,HTR7
DB00934,Bipolar Disorder,HTR7
DB01100,OCD & Tourette Syndrome,HTR7
DB01151,Attention Deficit Hyperactivity Disorder,HTR7
DB01224,Anxiety Disorder,HTR7
DB01238,Autism Spectrum Disorder,HTR7
DB01576,Attention Deficit Hyperactivity Disorder,HTR7
DB01623,Schizophrenia,HTR7
DB04946,Schizophrenia,HTR7
DB06148,Major Depressive Disorder,HTR7
DB06216,Bipolar Disorder,HTR7
DB06288,Major Depressive Disorder,HTR7
DB08815,Bipolar Disorder,HTR7
DB00182,Attention Deficit Hyperactivity Disorder,SLC6A2
DB00215,Anxiety Disorder,SLC6A2
DB00234,Major Depressive Disorder,SLC6A2
DB00285,Anxiety Disorder,SLC6A2
DB00321,Major Depressive Disorder,SLC6A2
DB00344,Major Depressive Disorder,SLC6A2
DB00422,Attention Deficit Hyperactivity Disorder,SLC6A2
DB00458,Attention Deficit Hyperactivity Disorder,SLC6A2
DB00476,Anxiety Disorder,SLC6A2
DB00540,Major Depressive Disorder,SLC6A2
DB00543,Anxiety Disorder,SLC6A2
DB00715,Anxiety Disorder,SLC6A2
DB00726,Anxiety Disorder,SLC6A2
DB00934,Bipolar Disorder,SLC6A2
DB01142,Anxiety Disorder,SLC6A2
DB01149,Major Depressive Disorder,SLC6A2
DB01151,Attention Deficit Hyperactivity Disorder,SLC6A2
DB01156,Attention Deficit Hyperactivity Disorder,SLC6A2
DB01175,Anxiety Disorder,SLC6A2
DB01242,Autism Spectrum Disorder,SLC6A2
DB01576,Attention Deficit Hyperactivity Disorder,SLC6A2
DB04896,Major Depressive Disorder,SLC6A2
DB06148,Major Depressive Disorder,SLC6A2
DB06204,Substance Use Disorders,SLC6A2
DB06700,Major Depressive Disorder,SLC6A2
DB06701,Attention Deficit Hyperactivity Disorder,SLC6A2
DB08918,Major Depressive Disorder,SLC6A2
DB00182,Attention Deficit Hyperactivity Disorder,CREM
DB00755,Eating Disorders,CREM
DB01576,Attention Deficit Hyperactivity Disorder,CREM
DB00182,Attention Deficit Hyperactivity Disorder,CAT
DB01162,Eating Disorders,CAT
DB01576,Attention Deficit Hyperactivity Disorder,CAT
DB01593,Eating Disorders,CAT
DB00182,Attention Deficit Hyperactivity Disorder,TAAR1
DB01576,Attention Deficit Hyperactivity Disorder,TAAR1
DB01577,Attention Deficit Hyperactivity Disorder,TAAR1
DB00182,Attention Deficit Hyperactivity Disorder,FGF2
DB00321,Major Depressive Disorder,FGF2
DB00829,Anxiety Disorder,FGF2
DB01224,Anxiety Disorder,FGF2
DB01576,Attention Deficit Hyperactivity Disorder,FGF2
DB00182,Attention Deficit Hyperactivity Disorder,RGS4
DB01576,Attention Deficit Hyperactivity Disorder,RGS4
DB00182,Attention Deficit Hyperactivity Disorder,H3F3A
DB01576,Attention Deficit Hyperactivity Disorder,H3F3A
DB00182,Attention Deficit Hyperactivity Disorder,PDYN
DB00295,Substance Use Disorders,PDYN
DB00472,Bipolar Disorder,PDYN
DB00575,Attention Deficit Hyperactivity Disorder,PDYN
DB01183,Major Depressive Disorder,PDYN
DB01454,Anxiety Disorder,PDYN
DB01576,Attention Deficit Hyperactivity Disorder,PDYN
DB00182,Attention Deficit Hyperactivity Disorder,GAD2
DB00234,Major Depressive Disorder,GAD2
DB00780,Anxiety Disorder,GAD2
DB01065,Anxiety Disorder,GAD2
DB01576,Attention Deficit Hyperactivity Disorder,GAD2
DB00182,Attention Deficit Hyperactivity Disorder,MAOA
DB00313,Bipolar Disorder,MAOA
DB00752,Major Depressive Disorder,MAOA
DB00780,Anxiety Disorder,MAOA
DB00805,Major Depressive Disorder,MAOA
DB01037,Alzheimer’s Disease,MAOA
DB01171,Bipolar Disorder,MAOA
DB01247,Major Depressive Disorder,MAOA
DB01576,Attention Deficit Hyperactivity Disorder,MAOA
DB01577,Attention Deficit Hyperactivity Disorder,MAOA
DB04832,Major Depressive Disorder,MAOA
DB00182,Attention Deficit Hyperactivity Disorder,WNT3
DB01576,Attention Deficit Hyperactivity Disorder,WNT3
DB00182,Attention Deficit Hyperactivity Disorder,ATF4
DB01576,Attention Deficit Hyperactivity Disorder,ATF4
DB00182,Attention Deficit Hyperactivity Disorder,ADRA1B
DB00246,Bipolar Disorder,ADRA1B
DB00321,Major Depressive Disorder,ADRA1B
DB00334,Bipolar Disorder,ADRA1B
DB00363,Schizophrenia,ADRA1B
DB00408,Schizophrenia,ADRA1B
DB00458,Attention Deficit Hyperactivity Disorder,ADRA1B
DB00477,Attention Deficit Hyperactivity Disorder,ADRA1B
DB00502,Attention Deficit Hyperactivity Disorder,ADRA1B
DB00540,Major Depressive Disorder,ADRA1B
DB00575,Attention Deficit Hyperactivity Disorder,ADRA1B
DB00668,Eating Disorders,ADRA1B
DB00679,Anxiety Disorder,ADRA1B
DB00726,Anxiety Disorder,ADRA1B
DB00734,Alzheimer’s Disease,ADRA1B
DB00777,Eating Disorders,ADRA1B
DB01142,Anxiety Disorder,ADRA1B
DB01162,Eating Disorders,ADRA1B
DB01224,Anxiety Disorder,ADRA1B
DB01238,Autism Spectrum Disorder,ADRA1B
DB01255,Attention Deficit Hyperactivity Disorder,ADRA1B
DB01267,Schizophrenia,ADRA1B
DB01403,Bipolar Disorder,ADRA1B
DB01576,Attention Deficit Hyperactivity Disorder,ADRA1B
DB01577,Attention Deficit Hyperactivity Disorder,ADRA1B
DB01622,Schizophrenia,ADRA1B
DB01623,Schizophrenia,ADRA1B
DB00182,Attention Deficit Hyperactivity Disorder,CARTPT
DB01576,Attention Deficit Hyperactivity Disorder,CARTPT
DB00182,Attention Deficit Hyperactivity Disorder,KCNJ1
DB00222,Substance Use Disorders,KCNJ1
DB01576,Attention Deficit Hyperactivity Disorder,KCNJ1
DB08838,Anxiety Disorder,KCNJ1
DB00182,Attention Deficit Hyperactivity Disorder,HTR2A
DB00215,Anxiety Disorder,HTR2A
DB00246,Bipolar Disorder,HTR2A
DB00285,Anxiety Disorder,HTR2A
DB00295,Substance Use Disorders,HTR2A
DB00321,Major Depressive Disorder,HTR2A
DB00333,Substance Use Disorders,HTR2A
DB00334,Bipolar Disorder,HTR2A
DB00363,Schizophrenia,HTR2A
DB00370,Anxiety Disorder,HTR2A
DB00408,Schizophrenia,HTR2A
DB00433,Anxiety Disorder,HTR2A
DB00458,Attention Deficit Hyperactivity Disorder,HTR2A
DB00472,Bipolar Disorder,HTR2A
DB00476,Anxiety Disorder,HTR2A
DB00477,Attention Deficit Hyperactivity Disorder,HTR2A
DB00490,Anxiety Disorder,HTR2A
DB00502,Attention Deficit Hyperactivity Disorder,HTR2A
DB00540,Major Depressive Disorder,HTR2A
DB00543,Anxiety Disorder,HTR2A
DB00555,Bipolar Disorder,HTR2A
DB00564,Bipolar Disorder,HTR2A
DB00575,Attention Deficit Hyperactivity Disorder,HTR2A
DB00656,Alzheimer’s Disease,HTR2A
DB00679,Anxiety Disorder,HTR2A
DB00704,Substance Use Disorders,HTR2A
DB00715,Anxiety Disorder,HTR2A
DB00726,Anxiety Disorder,HTR2A
DB00734,Alzheimer’s Disease,HTR2A
DB00777,Eating Disorders,HTR2A
DB00805,Major Depressive Disorder,HTR2A
DB00831,Anxiety Disorder,HTR2A
DB00849,Anxiety Disorder,HTR2A
DB00875,Anxiety Disorder,HTR2A
DB00933,Schizophrenia,HTR2A
DB01037,Alzheimer’s Disease,HTR2A
DB01043,Alzheimer’s Disease,HTR2A
DB01065,Anxiety Disorder,HTR2A
DB01100,OCD & Tourette Syndrome,HTR2A
DB01104,Anxiety Disorder,HTR2A
DB01142,Anxiety Disorder,HTR2A
DB01149,Major Depressive Disorder,HTR2A
DB01151,Attention Deficit Hyperactivity Disorder,HTR2A
DB01175,Anxiety Disorder,HTR2A
DB01221,Major Depressive Disorder,HTR2A
DB01224,Anxiety Disorder,HTR2A
DB01238,Autism Spectrum Disorder,HTR2A
DB01239,Bipolar Disorder,HTR2A
DB01242,Autism Spectrum Disorder,HTR2A
DB01267,Schizophrenia,HTR2A
DB01356,Bipolar Disorder,HTR2A
DB01403,Bipolar Disorder,HTR2A
DB01454,Anxiety Disorder,HTR2A
DB01576,Attention Deficit Hyperactivity Disorder,HTR2A
DB01622,Schizophrenia,HTR2A
DB01623,Schizophrenia,HTR2A
DB01624,Schizophrenia,HTR2A
DB04842,Schizophrenia,HTR2A
DB04896,Major Depressive Disorder,HTR2A
DB04946,Schizophrenia,HTR2A
DB05232,Substance Use Disorders,HTR2A
DB06144,Schizophrenia,HTR2A
DB06148,Major Depressive Disorder,HTR2A
DB06216,Bipolar Disorder,HTR2A
DB06288,Major Depressive Disorder,HTR2A
DB06594,Major Depressive Disorder,HTR2A
DB06684,Major Depressive Disorder,HTR2A
DB08815,Bipolar Disorder,HTR2A
DB08918,Major Depressive Disorder,HTR2A
DB00182,Attention Deficit Hyperactivity Disorder,SLC18A2
DB01454,Anxiety Disorder,SLC18A2
DB01576,Attention Deficit Hyperactivity Disorder,SLC18A2
DB01577,Attention Deficit Hyperactivity Disorder,SLC18A2
DB04844,OCD & Tourette Syndrome,SLC18A2
DB06706,Eating Disorders,SLC18A2
DB00182,Attention Deficit Hyperactivity Disorder,NGF
DB00502,Attention Deficit Hyperactivity Disorder,NGF
DB01576,Attention Deficit Hyperactivity Disorder,NGF
DB00182,Attention Deficit Hyperactivity Disorder,ADRB1
DB00246,Bipolar Disorder,ADRB1
DB00540,Major Depressive Disorder,ADRB1
DB00668,Eating Disorders,ADRB1
DB00734,Alzheimer’s Disease,ADRB1
DB01151,Attention Deficit Hyperactivity Disorder,ADRB1
